TripKey,TripNumber,dDate,Recorder,Vessel,TripData.TimeStart,TripData.TimeEnd,Camera,Beaufort,WindDirection,WindSpeed (mph),CloudPer,AirTemp (C),Surface Temp (C),20mTemp (C),Tide,Sightings?,WaveHeight (m),Gen Area,Visibility (km),SightingN,Species,GroupSize,SightingsData.TimeStart,SightingsData.TimeEnd,Latitude,Longitude,Range,Bearing,Comments
872,1,07-Aug-19,Brooke Davis,Friendship V,1:00:00 PM,6:30:00 PM,Canon 60D,2,S,4,100,14.4,0,0,Flood,TRUE,0,Grand Manan Banks,,1,La,50,2:11:00 PM,2:20:00 PM,44.21,-67.62,100,170,
873,1,10-Aug-19,Brooke Davis,Friendship V,1:00:00 PM,6:00:00 PM,Canon 60D,3,SW,9,,15.5,0,0,Slack,TRUE,0,"East Bumps, 5mi north of MDR",,1,La,50,3:14:00 PM,3:21:00 PM,44.12,-67.78,200,280,
899,1,26-Aug-19,Nicole Pegg,Atlanticat,8:30:00 AM,1:45:00 PM,Canon 60D,2,NNE,7,60,12.8,12.2,10.9,Ebb,TRUE,1,Grand Manan Banks,2.98135,1,La,50,9:29:00 AM,9:33:00 AM,44.22,-67.62,150,,
899,1,26-Aug-19,Nicole Pegg,Atlanticat,8:30:00 AM,1:45:00 PM,Canon 60D,2,NNE,7,60,12.8,12.2,10.9,Ebb,TRUE,1,Grand Manan Banks,2.98135,9,La,75,10:37:00 AM,11:33:00 AM,44.14,-67.08,1600,,
906,1,10-Jul-19,Anne Harshbarger,Atlanticat,8:30:00 AM,1:15:00 PM,Canon 60D,1,E,3,25,14.6,10.7,9.2,Ebb,TRUE,1,"East Bumps, Grand Manan Banks",2.99,8,La,,,,44.15,-67.16,400,100,
911,1,20-Jul-19,Anne Harshbarger,Atlanticat,8:30:00 AM,1:30:00 PM,Canon 60D,2,WSW,7,5,15.6,11.9,8,Flood,TRUE,1,Grand Manan Banks,2.77,1,La,,10:55:00 AM,11:01:00 AM,44.23,-67.05,100,120,
915,1,15-Sep-19,Sarah Rappaport,Atlanticat,12:00:00 PM,4:00:00 PM,Canon 60D,1,WSW,10,20,14.1,12.9,11.5,Flood,TRUE,1,Ballpark,2850.40,1,La,75,1:20:00 PM,1:37:00 PM,44.11,-67.79,100,175,
917,1,,Grace Leary,Atlanticat,1:30:00 PM,5:30:00 PM,Canon 60D,1,SSW,2.4,10,15.8,13.4,9.4,Slack,TRUE,1,Grand Manan Banks,10+,1,La,25,2:15:00 PM,2:27:00 PM,44.18,-67.56,,225,
918,2,24-Jul-19,Anne Harshbarger,Atlanticat,2:45:00 PM,7:45:00 PM,Canon 60D,2,SW,7,60,14.6,12.7,9.3,Slack,TRUE,1,Grand Manan Banks,2.8,3,La,,4:26:00 PM,7:44:00 PM,44.12,-67.16,200,275,
920,2,03-Aug-19,Anne Harshbarger,Atlanticat,2:30:00 PM,6:15:00 PM,Canon 60D,2,SSW,12,60,14.8,13,9.8,Ebb,TRUE,1,Ballpark,2.62,1,La,,3:55:00 PM,4:05:00 PM,44.13,-67.81,150,300,
921,1,06-Aug-19,Anne Harshbarger,Friendship V,1:00:00 PM,6:00:00 PM,Canon 60D,1,SSE,9,25,14.8,13.2,10.1,Flood,TRUE,1,Grand Manan Banks,2.99,1,La,1,2:54:00 PM,3:03:00 PM,44.15,-67.27,0,,
922,1,07-Aug-19,Anne Harshbarger,Atlanticat,8:30:00 AM,1:30:00 PM,Canon 60D,1,SSE,8,100,13.9,11.5,10,Slack,TRUE,1,Grand Manan Banks (SW Bank),0.293,1,La,,10:44:00 AM,11:00:00 AM,44.13,-67.12,30,180,
925,1,14-Aug-19,Anne Harshbarger,Atlanticat,8:30:00 AM,12:30:00 PM,Canon 60D,1,NE,12,100,13.9,12.5,10.4,Flood,TRUE,1,East bumps,2.99,1,La,,10:28:00 AM,10:47:00 AM,44.20,-67.66,100,240,
927,1,15-Aug-19,Anne Harshbarger,Friendship V,1:00:00 PM,7:00:00 PM,Canon 60D,1,SSE,5,30,16.5,12,10.5,Ebb,TRUE,1,"Ballpark, Grand Manan Banks",2.99,4,La,,2:56:00 PM,3:00:00 PM,44.11,-67.62,,,
927,1,15-Aug-19,Anne Harshbarger,Friendship V,1:00:00 PM,7:00:00 PM,Canon 60D,1,SSE,5,30,16.5,12,10.5,Ebb,TRUE,1,"Ballpark, Grand Manan Banks",2.99,5,La,,3:07:00 PM,3:08:00 PM,44.11,-67.62,,,
927,1,15-Aug-19,Anne Harshbarger,Friendship V,1:00:00 PM,7:00:00 PM,Canon 60D,1,SSE,5,30,16.5,12,10.5,Ebb,TRUE,1,"Ballpark, Grand Manan Banks",2.99,7,La,,3:22:00 PM,3:23:00 PM,44.11,-67.19,,,
927,1,15-Aug-19,Anne Harshbarger,Friendship V,1:00:00 PM,7:00:00 PM,Canon 60D,1,SSE,5,30,16.5,12,10.5,Ebb,TRUE,1,"Ballpark, Grand Manan Banks",2.99,8,La,,3:34:00 PM,3:39:00 PM,44.13,-67.14,,,
934,1,01-Sep-19,Anne Harshbarger,Atlanticat,8:30:00 AM,12:30:00 PM,Canon 60D,1,N,6,5,14.3,12.9,11.5,Flood,TRUE,0,Ballpark,2.99,2,La,,10:40:00 AM,10:50:00 AM,44.13,-67.61,400,100,
936,1,12-Aug-19,Grace Leary,Atlanticat,8:30:00 AM,1:00:00 PM,Canon 60D,1,SW,2.9,70,14.7,12.7,10.3,Flood,TRUE,1,North East of East Bumps,10 +,3,La,15,11:02:00 AM,11:15:00 AM,44.12,-67.83,,,
936,1,12-Aug-19,Grace Leary,Atlanticat,8:30:00 AM,1:00:00 PM,Canon 60D,1,SW,2.9,70,14.7,12.7,10.3,Flood,TRUE,1,North East of East Bumps,10 +,4,La,50,11:37:00 AM,11:49:00 AM,44.03,-67.80,,,
990,1,01-Aug-21,Abigail Simms,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,2,SSW,1.7,0,15,13.4,11.5,Ebb,TRUE,1,Grand Manan Banks,3,1,La,10,9:50:00 AM,9:57:00 AM,44.18,-67.46,30,,
991,2,01-Aug-21,Abigail Simms,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,2,S,2,10,15.7,14,12.8,Flood,TRUE,1,Grand Manan Banks,3,1,La,30,3:55:00 PM,4:00:00 PM,44.16,-67.41,100,,
993,1,03-Aug-21,Abigail Simms,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,1,SW,3.2,20,14.9,14.1,11.4,Ebb,TRUE,1,Grand Manan Banks,3,1,La,30,9:55:00 AM,,44.09,-67.14,100,40,
994,2,03-Aug-21,Abigail Simms,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,2,SSW,5.7,75,15.7,14.4,11.1,Flood,TRUE,1,Grand Manan Banks,3,1,La,5,3:50:00 PM,3:52:00 PM,44.16,-67.55,50,180,
998,2,19-Jul-21,Bradlie Morgan,Friendship V,2:30:00 PM,6:15:00 PM,Canon 60D,1,W,4,100,18.2,14.4,11.9,Flood,TRUE,0,"East Bumps, Hippo Nose, Bowl",2.996,1,La,15,3:41:00 PM,4:00:00 PM,44.21,-67.70,,,
999,1,27-Jul-21,Helene Bartsch,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,1,WSW,8,10,14.1,11.6,11.1,Slack,TRUE,1,Middle of southwest Bank in Grand Manan Bank,2.343,3,La,75,11:40:00 AM,11:54:00 AM,44.90,-67.13,250,330,
1001,1,28-Jul-21,Helene Bartsch,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,2,WNW,8,40,15.5,13.5,10.8,Slack,TRUE,1,Southwest part of Grand Manan Banks,2.860,2,La,10,9:50:00 AM,9:55:00 AM,44.19,-67.56,20,70,
1005,1,08-Aug-21,Helene Bartsch,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,1,SW,3,70,15.9,14.5,11.7,Flood,TRUE,1,Grand Manan Banks - Southwest Bank,2.644,1,La,75,10:01:00 AM,10:07:00 AM,44.14,-67.39,150,90,
1007,1,22-Jul-21,Bradlie Morgan,Friendship V,8:30:00 AM,11:45:00 AM,Canon 60D,1,NNW,10,100,15.6,14.6,11.1,Ebb,TRUE,1,"Ball Park, east of Ball park",2.99,4,La,,10:00:00 AM,10:03:00 AM,44.16,-67.80,,,
1008,2,22-Jul-21,Bradlie Morgan,Friendship V,2:30:00 PM,6:15:00 PM,Canon 60D,1,SSW,7,20,16,15.1,10.9,Flood,TRUE,0,"Ball Park, East Bumps",2.99,2,La,,3:20:00 PM,4:12:00 PM,44.18,-67.82,,,
1009,1,24-Jul-21,Bradlie Morgan,Friendship V,8:35:00 AM,1:30:00 PM,Canon 60D,1,NE,6,5,16.2,14.9,11.3,Ebb,TRUE,1,"Bumps, south of Bumps, Ball Park, outer schoodic ridges, Bank Comfort, MDR",2.99,2,La,100,10:06:00 AM,10:17:00 AM,44.15,-67.65,,,
1010,2,24-Jul-21,Bradlie Morgan,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,1,S,4,5,17,15.9,11.5,Slack,TRUE,0,"Bumps, SE Bump, Grand Manan Banks",2.99,1,La,100,3:42:00 PM,3:50:00 PM,44.17,-67.68,,,
1011,1,29-Jul-21,Bradlie Morgan,Friendship V,8:35:00 AM,1:30:00 PM,Canon 60D,1,S,1,15,19.4,16.4,13.2,Flood,TRUE,0,"Bumps, Grand Manan Banks",2.99,1,La,50,10:15:00 AM,10:24:00 AM,44.13,-67.21,100,,
1012,2,29-Jul-21,Bradlie Morgan,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,1,S,12,15,18,16.8,12.3,Slack,TRUE,0,"Bumps, Grand Manan Banks",2.99,3,La,,4:40:00 PM,6:01:00 PM,44.16,-67.09,,,
1013,1,31-Jul-21,Bradlie Morgan,Friendship V,8:35:00 AM,12:30:00 PM,Canon 60D,3,WNW,12,10,15.2,14.6,11.8,Slack,FALSE,1,"MDR, Ballpark",2.99,1,La,20,10:51:00 AM,11:02:00 AM,44.15,-67.80,,,
1018,1,17-Aug-21,Helene Bartsch,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,1,S,6,60,15.6,14,12,Flood,TRUE,0,Grand Manan Banks - Center of southwest bank,2.990,1,La,20,9:13:00 AM,9:20:00 AM,44.27,-67.83,60,60,
1022,1,19-Aug-21,Helene Bartsch,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,2,SW,6,65,16.6,14.3,12.4,Flood,TRUE,1,Just about at the Grand Manan Banks - south of the southwest banks,2.933,1,Dd,10,10:05:00 AM,10:09:00 AM,44.13,-67.31,60,0,
1023,2,19-Aug-21,Helene Bartsch,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,2,SSW,4,100,16.1,15.4,12,Flood,FALSE,1,On our way to Grand Manan Banks,.275,1,La,20,3:35:00 PM,3:40:00 PM,44.20,-67.60,20,40,
1025,2,04-Aug-21,Bradlie Morgan,Friendship V,2:35:00 PM,7:30:00 PM,Canon 60D,2,S,16,80,19.5,17.5,12.3,Flood,TRUE,1,Grand Manan Banks,2.996,1,La,,4:23:00 PM,5:48:00 PM,44.09,-67.14,,,
1028,1,21-Aug-21,Bradlie Morgan,Friendship V,8:35:00 AM,1:50:00 PM,Canon 60D,2,NE,10,100,14.4,13,12,Ebb,TRUE,1,Grand Manan Banks,2.66,1,La,20,12:42:00 PM,12:54:00 PM,44.20,-67.66,50,60,
1033,2,26-Aug-21,Helene Bartsch,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,2,SSW,7,10,18.4,15,12.8,Slack,TRUE,1,Grand Manan Banks - Southwest Bank,2.524,3,La,60,5:22:00 PM,5:38:00 PM,44.14,-67.11,400,150,
1035,2,28-Aug-21,Helene Bartsch,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,0,WSW,3,90,14.8,13.5,12,Slack,TRUE,0,Grand Manan Banks - Southwest Bank,2.994,2,La,150,4:01:00 PM,4:09:00 PM,44.12,-67.48,50,250,
1037,1,31-Aug-21,Bradlie Morgan,Friendship V,8:30:00 AM,1:15:00 PM,Canon 60D,3,SW,4,40,15.2,13,12.2,Ebb,TRUE,1,"4 mi before Bumps, Grand Manan banks",2.969,2,La,15,10:01:00 AM,10:05:00 AM,44.18,-67.46,50,300,
1038,1,01-Sep-21,Bradlie Morgan,Friendship V,8:35:00 AM,1:15:00 PM,Canon 60D,3,WNW,3,60,16.2,14.7,13.9,Ebb,TRUE,1,"Between Bumps and GMB, Grand Manan Banks",2.994,1,La,30,9:50:00 AM,9:57:00 AM,44.17,-67.50,50,270,
1097,1,10-Jul-22,Jess McCoppin,Friendship V,8:35:00 AM,1:45:00 PM,Canon 60D,1,NW,5.85,0,13.83,0,9.72,Ebb,TRUE,1,"Ballpark, SW Grand Manan Banks",2.99,1,La,50,9:39:00 AM,9:49:00 AM,44.16,-67.63,15,35,
1105,1,16-Jul-22,Jess McCoppin,Friendship V,8:33:00 AM,1:48:00 PM,Canon 60D,1,SW,4.5,80,13.55,0,10.12,Flood,TRUE,1,"East Bumps, SW Grand Manan Banks",2.99,3,La,100,10:21:00 AM,10:31:00 AM,44.25,-67.30,800,90,
1125,1,01-Aug-22,Jess McCoppin,Friendship V,8:36:00 AM,1:45:00 PM,Canon 60D,1,SW,5.66,95,15.46,0,11.06,Flood,TRUE,1,"East Bumps, NE Grand Manan Banks",2.86,1,La,100,10:14:00 AM,10:25:00 AM,44.14,-67.18,30,158,
1127,1,31-Jul-22,Morgan Pirozzi,Friendship V,8:30:00 PM,1:45:00 PM,Canon 60D,2,WSW,6.8,10,15.4,0,11.6,Flood,TRUE,1,Grand Manan Bank,10+,2,La,30,10:15:00 AM,10:28:00 AM,44.14,-67.04,,,
1150,2,20-Aug-22,Jess McCoppin,Friendship V,2:30:00 PM,6:15:00 PM,Canon 60D,1,SSW,5.79,0,18.29,0,12.83,Flood,TRUE,1,Mount Desert Rock,2.99,3,La,50,4:50:00 PM,4:57:00 PM,43.99,-68.14,800,250,
1161,1,04-Sep-22,Molly Tucker,Friendship V,11:02:00 AM,3:00:00 PM,Canon 60D,1,S,7.41,40,15.79,0,12.68,Flood,TRUE,0,Mount Desert Rock,2.99,1,La,30,11:56:00 AM,12:03:00 PM,44.05,-68.12,100,250,
1166,1,07-Sep-22,Molly Tucker,Friendship V,11:10:00 AM,3:07:00 PM,Canon 60D,1,NNE,5.36,5,14.31,0,12.86,Ebb,TRUE,1,Mount Desert Rock,2.93,1,La,30,12:12:00 PM,12:18:00 PM,44.04,-68.16,300,38,
1175,1,10-Sep-22,Molly Tucker,Friendship V,2:37:00 PM,6:00:00 PM,Canon 60D,1,E,4.6,0,16.18,0,13.02,Flood,TRUE,1,Mount Desert Rock,2.99,1,La,40,3:40:00 PM,3:49:00 PM,44.08,-68.14,200,200,
1178,1,21-Sep-22,Jess McCoppin,Friendship V,11:12:00 AM,3:30:00 PM,Canon 60D,2,NW,12.76,100,12.13,0,12.7,Ebb,TRUE,1,SW GMB,2.89,4,Tt,30,1:30:00 PM,1:45:00 PM,44.14,-67.34,0,,
1178,1,21-Sep-22,Jess McCoppin,Friendship V,11:12:00 AM,3:30:00 PM,Canon 60D,2,NW,12.76,100,12.13,0,12.7,Ebb,TRUE,1,SW GMB,2.89,5,La,30,2:15:00 PM,2:23:00 PM,44.19,-67.55,0,,
1211,1,20-Aug-20,Julie Taylor,Friendship V,1:00:00 PM,4:35:00 PM,,,,0,,0,0,0,Ebb,TRUE,,East Bumps,,3,La,1,4:06:00 PM,,44.29,-67.99,,,
1228,1,12-Oct-20,Julie Taylor,Friendship V,11:00:00 AM,3:05:00 PM,,,ENE,15,,0,0,0,Flood,TRUE,,"Outer Schoodic Ridges, Mount Desert Rock",,,La,,12:33:00 PM,,43.97,-67.67,,,
1228,1,12-Oct-20,Julie Taylor,Friendship V,11:00:00 AM,3:05:00 PM,,,ENE,15,,0,0,0,Flood,TRUE,,"Outer Schoodic Ridges, Mount Desert Rock",,,Tt,50,1:16:00 PM,,43.97,-67.95,,,
1256,2,13-Jul-23,Anna Amha,Atlanticat,2:35:00 AM,7:45:00 AM,Canon 60D,3,NNE,5.14,100,12.8,11.3,0,Slack,TRUE,1,Grand Manan Banks,157.31,1,La,5,4:17:00 PM,4:30:00 PM,44.08,-67.06,90,309,
1258,1,12-Jul-23,Shannon Nielson,Atlanticat,8:30:00 AM,1:45:00 PM,Canon 60D,1,SW,4.25,0,12,10.6,9.4,Ebb,TRUE,1,"East Bumps, Grand Manan Banks",0.0.61673,1,La,80,10:05:00 AM,10:21:00 AM,44.29,-67.57,10,,
1260,1,15-Jul-23,Shannon Nielson,Atlanticat,2:30:00 PM,6:30:00 PM,Canon 60D,1,SSE,6.49,100,14.3,10.6,9.1,Ebb,TRUE,1,"Cod Ledge, Mount Desert Rock",0.3189,2,La,20,4:43:00 PM,5:45:00 PM,44.20,-68.35,200,128,
1263,1,23-Jul-23,Makenna Powell,Atlanticat,2:35:00 PM,6:45:00 PM,Canon 60D,2,SW,4,100,15.1,11.1,10,Flood,TRUE,1,Mount Desert Rock,.153,2,La,10,4:20:00 PM,4:30:00 PM,44.03,-68.13,500,,
1263,1,23-Jul-23,Makenna Powell,Atlanticat,2:35:00 PM,6:45:00 PM,Canon 60D,2,SW,4,100,15.1,11.1,10,Flood,TRUE,1,Mount Desert Rock,.153,4,La,5,4:40:00 PM,4:45:00 PM,43.99,-68.10,200,,
1268,1,24-Jul-23,Makenna Powell,Atlanticat,8:35:00 AM,1:15:00 PM,Canon 60D,1,WSW,5,15,14.1,11.8,10.3,Flood,TRUE,1,"Mount Desert Rock, East Bumps",2.99,4,La,25,10:49:00 AM,10:56:00 AM,44.17,-67.77,,,
1268,1,24-Jul-23,Makenna Powell,Atlanticat,8:35:00 AM,1:15:00 PM,Canon 60D,1,WSW,5,15,14.1,11.8,10.3,Flood,TRUE,1,"Mount Desert Rock, East Bumps",2.99,5,La,10,11:55:00 AM,12:02:00 PM,44.17,-67.77,200,,
1268,1,24-Jul-23,Makenna Powell,Atlanticat,8:35:00 AM,1:15:00 PM,Canon 60D,1,WSW,5,15,14.1,11.8,10.3,Flood,TRUE,1,"Mount Desert Rock, East Bumps",2.99,6,La,30,12:00:00 PM,12:10:00 PM,44.19,-67.81,100,,
1269,2,24-Jul-23,Makenna Powell,Atlanticat,2:35:00 PM,7:15:00 PM,Canon 60D,2,SSW,4,30,14.4,11.8,10,Flood,TRUE,1,Grand Manan Banks,3,1,La,12,4:05:00 AM,4:14:00 AM,44.15,-67.27,,,
1269,2,24-Jul-23,Makenna Powell,Atlanticat,2:35:00 PM,7:15:00 PM,Canon 60D,2,SSW,4,30,14.4,11.8,10,Flood,TRUE,1,Grand Manan Banks,3,2,La,5,4:25:00 AM,4:26:00 AM,44.17,-67.38,200,,
1269,2,24-Jul-23,Makenna Powell,Atlanticat,2:35:00 PM,7:15:00 PM,Canon 60D,2,SSW,4,30,14.4,11.8,10,Flood,TRUE,1,Grand Manan Banks,3,7,La,5,5:38:00 PM,5:40:00 PM,44.33,-67.26,400,,
1270,1,27-Jul-23,Makenna Powell,Atlanticat,8:30:00 AM,2:00:00 PM,Canon 60D,3,SW,13,90,16.7,14.7,10.3,Flood,TRUE,1,"East Bumps, Grand Manan Banks",2.9,1,La,3,9:45:00 AM,9:52:00 AM,44.14,-67.58,,,
1280,1,10-Aug-23,Shannon Nielson,Atlanticat,8:30:00 AM,12:16:00 PM,Canon 60D,2,WSW,8,30,14,12.2,10.7,Ebb,TRUE,1,Mount Desert Rock,3,3,La,100,10:43:00 AM,10:56:00 AM,44.13,-68.21,300,60,
1282,1,07-Aug-23,Makenna Powell,Atlanticat,8:32:00 AM,12:20:00 PM,Canon 60D,2,E,6,50,14.4,13.5,10.8,Ebb,TRUE,2,Mount Desert Rock,3,4,La,50,9:56:00 AM,10:22:00 AM,44.24,-68.10,100,,
1282,1,07-Aug-23,Makenna Powell,Atlanticat,8:32:00 AM,12:20:00 PM,Canon 60D,2,E,6,50,14.4,13.5,10.8,Ebb,TRUE,2,Mount Desert Rock,3,5,La,50,11:04:00 AM,11:11:00 AM,44.23,-68.21,400,,
1283,2,07-Aug-23,Makenna Powell,Atlanticat,2:32:00 PM,6:00:00 PM,Canon 60D,3,NE,7,100,14.8,13.8,10.8,Flood,TRUE,3,Mount Desert Rock,3,4,La,10,4:27:00 PM,4:32:00 PM,44.10,-68.19,400,,
1290,1,17-Aug-23,Zoe Hosford,Atlanticat,8:32:00 AM,1:52:00 PM,Canon 60D,2,ENE,4,1,13.3,12.7,10.8,Flood,TRUE,1,Northeast Grand Manan Bank,3,1,La,15,10:19:00 AM,10:25:00 AM,44.45,-67.36,150,85,
1291,2,17-Aug-23,Zoe Hosford,Atlanticat,2:34:00 PM,6:35:00 PM,Canon 60D,2,ENE,6,90,13.6,12.6,11.2,Slack,TRUE,1,"East Bumps, Ballpark",3,1,La,10,3:33:00 PM,4:00:00 PM,44.41,-67.69,200,245,
1292,1,02-Aug-23,Anna Amha,Atlanticat,8:30:00 AM,12:10:00 PM,Canon 60D,2,NW,8.72,0,14.1,13.5,10.4,Flood,TRUE,1,MDR,3,3,La,15,11:25:00 AM,11:32:00 AM,44.04,-68.05,200,11,
1294,1,12-Aug-23,Anna Amha,Atlanticat,8:45:00 AM,12:00:00 PM,Canon 60D,2,WSW,12,75,15.1,13.1,11.1,Flood,TRUE,1,Mount Desert Rock,3,3,La,300,11:15:00 AM,11:24:00 AM,44.03,-68.07,100,183,
1297,2,15-Aug-23,Anna Amha,Atlanticat,2:30:00 PM,6:30:00 PM,Canon 60D,1,E,4,80,15.1,13.3,10.9,Slack,TRUE,1,Mount Desert Rock,3,1,La,80,3:22:00 PM,3:33:00 PM,44.02,-68.06,100,246,
1301,1,23-Aug-23,Makenna Powell,Atlanticat,8:35:00 AM,12:25:00 PM,Canon 60D,2,N,11,10,14.1,13.3,11.4,Ebb,TRUE,0,Mount Desert Rock,3,3,La,100,10:06:00 AM,10:15:00 AM,43.98,-68.30,400,,
1303,1,24-Aug-23,Zoe Hosford,Atlanticat,8:33:00 AM,11:45:00 AM,Canon 60D,1,WNW,6,10,14.4,13,11.2,Slack,TRUE,0,Mount Desert Rock,3,2,La,150,9:30:00 AM,10:14:00 AM,44.16,-68.25,100,165,
1312,1,16-Aug-23,Shannon Nielson,Atlanticat,8:39:00 AM,2:15:00 PM,Canon 60D,0,SSE,5,30,12.9,12.7,10.7,Flood,TRUE,0,Northeast Bank,0.1,1,La,30,11:24:00 AM,11:29:00 AM,44.32,-67.00,100,50,
1313,2,16-Aug-23,Shannon Nielson,Atlanticat,2:57:00 PM,7:59:00 PM,Canon 60D,0,NE,4,30,14,13.1,10.6,Ebb,TRUE,0,Grand Manan Banks,700,1,La,100,4:30:00 PM,4:37:00 PM,44.38,-67.33,500,110,
1321,1,05-Sep-23,Zoe Hosford,Atlanticat,11:01:00 AM,2:20:00 PM,Canon 60D,2,W,7,80,13.6,12.9,10.9,Slack,TRUE,1,Mount Desert Rock,3,2,La,10,12:11:00 PM,1:05:00 PM,45.10,-68.11,,,
1326,1,24-Sep-23,Shannon Nielson,Atlanticat,11:00:00 AM,4:58:00 PM,Canon 60D,1,NNE,4,100,12.8,13.3,12.3,Ebb,TRUE,0,"Outer Schoodic Ridges, Jones Ground",5,1,La,75,12:05:00 PM,12:25:00 PM,44.23,-67.64,400,120,
1327,1,26-Sep-23,Shannon Nielson,Atlanticat,11:00:00 AM,4:50:00 PM,Canon 60D,3,NE,15,0,11.1,12.1,12.4,Ebb,TRUE,1,"Outer Schoodic Ridges, Grand Manan Banks",24,,Tt,75,1:03:00 PM,1:20:00 PM,44.27,-67.40,400,150,
1328,1,23-Sep-23,Makenna Powell,Atlanticat,11:03:00 PM,4:30:00 PM,Canon 60D,1,SSW,3,50,12.7,13,12.1,Slack,TRUE,0,"East Bumps, Grand Manan Banks",3,4,La,50,12:47:00 PM,12:53:00 PM,44.38,-67.49,400,,
1328,1,23-Sep-23,Makenna Powell,Atlanticat,11:03:00 PM,4:30:00 PM,Canon 60D,1,SSW,3,50,12.7,13,12.1,Slack,TRUE,0,"East Bumps, Grand Manan Banks",3,8,La,100,2:25:00 PM,2:40:00 PM,44.32,-67.43,200,,
1329,1,28-Sep-23,Shannon Nielson,Atlanticat,11:00:00 AM,4:00:00 PM,Canon 60D,1,NNE,1,100,12.6,13.2,12.4,Ebb,TRUE,1,Grand Manan Banks,10,3,Dd,20,2:20:00 PM,2:25:00 PM,0.00,0.00,200,,
1331,1,30-Sep-23,Shannon Nielson,Atlanticat,11:00:00 AM,4:15:00 PM,Canon 60D,1,ENE,4,95,12.2,12.5,12.3,Flood,TRUE,1,Northeast Bank,10,1,La,75,12:18:00 PM,12:26:00 PM,44.31,67.56,700,300,
1365,2,28-Jun-24,Chloe Beittel,Atlanticat,2:30:00 PM,7:15:00 PM,Canon 60D,2,SSW,2.9,5,15.1,13.4,9,Flood,TRUE,1,"East Bumps, South West Grand Manan Banks",20,1,La,1,3:42:00 PM,3:46:00 PM,44.18,-67.57,100,164,
1421,2,22-Aug-24,Chloe Beittel,Friendship V,2:30:00 PM,6:15:00 PM,Canon 60D,1,S,2.9,10,15.4,13.7,10.9,Slack,TRUE,1,South Mount Desert Rock,20,1,Dd,50,3:30:00 PM,3:39:00 PM,44.00,-68.22,400,152,
1445,1,15-Sep-24,Chloe Beittel,Atlanticat,11:00:00 AM,4:00:00 PM,Canon 60D,1,SSW,2,0,14.2,12.9,11.5,Ebb,TRUE,0,"Hag line, South West Grand Manan Banks",20,2,Tt,2,12:45:00 PM,12:52:00 PM,44.10,-67.32,50,105,
1451,1,18-Sep-24,Chloe Beittel,Atlanticat,11:00:00 AM,5:00:00 PM,Canon 60D,2,SW,7,100,14.3,13.6,11.8,Ebb,TRUE,1,"Hague line, Southwest Grand Manan Banks, South of Northeast Grand Manan Banks",0.03,1,Tt,3,12:31:00 PM,12:43:00 PM,44.17,-67.37,150,281,
1456,1,27-Sep-24,Chloe Beittel,Atlanticat,11:00:00 AM,4:30:00 PM,Canon 60D,2,W,6,5,13.6,12.1,11.7,Slack,TRUE,1,South of Southwest Grand Manan Bank,20,1,La,5,12:46:00 PM,12:46:00 PM,44.03,-67.10,300,150,
1457,1,30-Sep-24,Chloe Beittel,Atlanticat,11:00:00 AM,5:30:00 PM,Canon 60D,1,W,2,5,13.7,12.3,11.5,Ebb,TRUE,0,Northeast Grand Manan Banks,20,1,La,15,12:54:00 PM,1:00:00 PM,44.23,-67.07,200,76,
