TripKey,TripNumber,dDate,Recorder,Vessel,TimeStart,TimeEnd,Camera,Beaufort,WindDirection,WindSpeed (mph),CloudPer,AirTemp (C),Surface Temp (C),20mTemp (C),Tide,Sightings?,WaveHeight (m),Gen Area,Visibility (km)
233,3,01-Aug-14,Julie Sharp,Atlanticat,4:50:00 PM,,Canon 40D,1,SSW,3,50,15.4,11.1,10.3,,TRUE,1,,
232,2,01-Aug-14,Julie Sharp,Atlanticat,1:00:00 PM,,Canon 40D,1,SSW,7,90,14.1,11.9,9.8,,TRUE,,,
231,2,01-Aug-14,Julie Sharp,Atlanticat,1:00:00 PM,,Canon 40D,1,S,7,90,14.1,11.9,9.8,,TRUE,1,,
230,1,01-Aug-14,Julie Sharp,Atlanticat,8:30:00 AM,12:30:00 PM,Canon 40D,0,SSW,3,100,12.9,11.8,9.6,,TRUE,1,,
229,2,27-Jul-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,,Canon 40D,3,,0,95,0,0,0,,TRUE,,,
228,3,26-Jul-14,Keri Smith,Atlanticat,4:40:00 PM,8:30:00 PM,Canon 40D,3,SSW,,60,0,0,0,,TRUE,,,
227,2,26-Jul-14,Keri Smith,Atlanticat,1:20:00 PM,4:10:00 PM,Canon 40D,3,SSW,8,65,14.2,11.8,10.1,Ebb,TRUE,1,,
226,1,26-Jul-14,Keri Smith,Atlanticat,8:30:00 AM,12:30:00 PM,Canon 40D,2,SW,9,75,13.7,12,9.5,Flood,TRUE,1,,
208,3,25-Jul-14,Marina Cucuzza,Atlanticat,4:30:00 PM,7:00:00 PM,Canon 40D,3,S,5,70,14,12,9.3,Flood,TRUE,1,,
207,2,25-Jul-14,Marina Cucuzza,Friendship V,1:15:00 PM,4:00:00 PM,Canon 40D,2,SW,5,5,13.2,11,9.2,Flood,TRUE,1,,
206,1,25-Jul-14,Marina Cucuzza,Atlanticat,8:30:00 AM,12:45:00 PM,Canon 40D,2,NNE,4,80,12.5,11.1,9.4,Flood,TRUE,1,,
225,2,23-Jul-14,Julie Sharp,Friendship V,1:00:00 PM,,Canon 40D,3,SSW,12,10,14.3,11.7,9.2,,TRUE,1,,
224,1,23-Jul-14,Julie Sharp,Friendship V,8:30:00 AM,12:15:00 PM,Canon 40D,3,SSW,7,20,12.9,11.5,9.2,,TRUE,1,,
223,1,23-Jul-14,Julie Sharp,Friendship V,8:30:00 AM,12:15:00 PM,Canon 40D,3,SSW,7,20,12.9,11.5,9.2,,FALSE,,,
205,3,22-Jul-14,Marina Cucuzza,Friendship V,4:30:00 PM,7:00:00 PM,Canon 40D,3,SSE,2,10,12.5,11.1,9.4,Flood,TRUE,1,,
203,2,22-Jul-14,Marina Cucuzza,Friendship V,1:15:00 AM,4:00:00 AM,Canon 40D,4,NE,4,30,12.5,4.1,9.4,Slack,TRUE,3,,
202,1,22-Jul-14,Marina Cucuzza,Friendship V,8:30:00 AM,1:00:00 PM,Canon 40D,4,NE,4,90,12.5,11.1,9.4,Flood,TRUE,3,,
204,2,21-Jul-14,Marina Cucuzza,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,1,NE,5,10,13.9,11.09,9,Ebb,TRUE,2,,
201,3,21-Jul-14,Marina Cucuzza,Friendship V,4:30:00 PM,7:15:00 PM,Canon 40D,,,0,,15.5,11.6,9,Flood,TRUE,2,,
200,2,21-Jul-14,Marina Cucuzza,Friendship V,11:00:00 AM,4:00:00 PM,Canon 40D,1,NE,5,10,13.9,11.09,9,Ebb,TRUE,2,,
199,1,21-Jul-14,Marina Cucuzza,Friendship V,8:30:00 AM,12:30:00 PM,Canon 40D,1,NE,4,30,12.6,11.4,9.3,Ebb,TRUE,1,,
222,2,20-Jul-14,Julie Sharp,Friendship V,1:00:00 PM,4:30:00 PM,Canon 40D,1,NNW,3,75,13.6,10.5,8.9,,TRUE,1,,
221,1,20-Jul-14,Julie Sharp,Friendship V,8:30:00 AM,,Canon 40D,1,NE,5,50,13,11.3,8.9,,TRUE,8,,
198,3,19-Jul-14,Julie Sharp,Friendship V,4:30:00 PM,,Canon 40D,1,SSE,5,85,18.7,11.4,9.1,,TRUE,1,,
197,2,19-Jul-14,Julie Sharp,Friendship V,1:00:00 PM,4:15:00 PM,Canon 40D,0,SSW,2,70,15.3,10.8,9,,TRUE,1,,
196,1,19-Jul-14,Julie Sharp,Friendship V,8:30:00 AM,,Canon 40D,1,SW,3,50,12.5,10.8,9.1,,TRUE,1,,
195,1,19-Jul-14,Julie Sharp,Friendship V,8:30:00 AM,,Canon 40D,1,SW,3,50,12.5,10.8,9.1,,TRUE,11,,
220,3,18-Jul-14,Julie Sharp,Friendship V,3:00:00 PM,,,4,SW,11,40,14.3,12.1,9,Ebb,TRUE,1,,
219,2,18-Jul-14,Julie Sharp,Friendship V,1:15:00 PM,4:15:00 PM,Canon 40D,3,SSW,6,40,13.1,11.4,9.7,Flood,TRUE,1,,
218,2,13-Jul-14,Keri Smith,Friendship V,1:10:00 PM,4:30:00 PM,Canon 40D,4,S,13,25,13.6,11.7,9.1,Ebb,TRUE,1,,
217,1,13-Jul-14,Keri Smith,Friendship V,8:30:00 AM,12:10:00 PM,Canon 40D,3,SSW,12,10,13.7,112,8.7,Flood,TRUE,1,,
216,3,12-Jul-14,Keri Smith,Friendship V,4:45:00 PM,7:50:00 PM,Canon 40D,2,SW,9,20,14.3,21.1,8.3,Flood,TRUE,1,,
215,2,12-Jul-14,Keri Smith,Friendship V,1:20:00 PM,4:10:00 PM,Canon 40D,2,SW,7,0,14.3,11.9,9,Ebb,TRUE,1,,
214,1,12-Jul-14,Keri Smith,Friendship V,8:30:00 AM,12:30:00 PM,Canon 40D,2,SW,4,0,13.4,12,9,Slack,TRUE,1,,
194,3,11-Jul-14,Marina Cucuzza,Friendship V,4:30:00 PM,7:00:00 PM,Canon 40D,3,SSW,10,100,13.9,11.9,8.6,Ebb,TRUE,1,,
193,2,11-Jul-14,Marina Cucuzza,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,4,SSW,10,70,13.9,11.9,8.6,Flood,TRUE,1,,
192,1,11-Jul-14,Marina Cucuzza,Friendship V,8:30:00 AM,1:00:00 PM,Canon 40D,4,SSW,4,70,14,12,9,Ebb,TRUE,2,,
191,2,10-Jul-14,Marina Cucuzza,Friendship V,1:15:00 PM,4:00:00 PM,Canon 40D,4,SSW,5,60,14.2,11.8,8.5,Ebb,TRUE,,,
190,2,30-Jun-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,,Canon 40D,3,,0,40,0,0,0,,TRUE,,,
189,1,30-Jun-14,Anastasia Czarnecki,Friendship V,8:30:00 AM,,Canon 40D,2,,0,20,0,0,0,,TRUE,,,
187,1,29-Jun-14,Marina Cucuzza,Friendship V,8:30:00 AM,12:00:00 PM,Canon 40D,2,SW,6,5,11.6,9.2,8.1,Ebb,TRUE,0,,
186,2,28-Jun-14,Keri Smith,Friendship V,1:30:00 AM,6:30:00 AM,Canon 40D,2,SSW,6,30,13.8,9.5,8.4,Ebb,TRUE,0,,
185,1,28-Jun-14,Keri Smith,Friendship V,8:30:00 AM,12:45:00 PM,Canon 40D,1,NW,4,0,12.8,9.1,7.6,Flood,TRUE,1,,
188,2,24-Jun-14,Marina Cucuzza,Friendship V,1:00:00 AM,4:00:00 AM,Canon 40D,2,SW,6,5,11.6,9.2,8.1,Ebb,TRUE,0,,
184,1,24-Jun-14,Keri Smith,Friendship V,8:30:00 AM,1:00:00 AM,Canon 40D,3,SSW,15,30,12.4,10.1,7.9,Ebb,TRUE,0,,
183,2,23-Jun-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,,Canon 40D,1,,0,5,0,0,0,,TRUE,,,
182,2,23-Jun-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,,Canon 40D,1,,0,5,0,0,0,,TRUE,,,
181,2,23-Jun-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,,Canon 40D,1,,0,5,0,0,0,,FALSE,,,
180,2,23-Jun-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,,Canon 40D,1,,0,5,0,0,0,,TRUE,,,
179,1,23-Jun-14,Anastasia Czarnecki,Friendship V,8:30:00 AM,,Canon 40D,1,,0,0,0,0,0,,TRUE,,,
178,2,22-Jun-14,Marina Cucuzza,Friendship V,1:00:00 PM,6:00:00 PM,Canon 40D,1,SW,4,10,13,10.2,7.6,Ebb,TRUE,0,,
213,1,21-Jun-14,Julie Sharp,Friendship V,1:00:00 PM,6:00:00 PM,Canon 40D,3,,0,20,0,0,0,,TRUE,,,
177,1,20-Jun-14,Anastasia Czarnecki,Friendship V,8:30:00 AM,12:00:00 PM,Canon 40D,1,NW,7,20,11.2,9,7.3,Ebb,TRUE,1,,
176,1,19-Jun-14,Anastasia Czarnecki,Friendship V,8:30:00 AM,,Canon 40D,2,,0,5,0,0,0,,TRUE,,,
212,2,17-Jun-14,Julie Sharp,Friendship V,1:00:00 PM,5:40:00 PM,Canon 40D,3,,10,30,11.3,9,7.3,Slack,TRUE,0,,
175,1,16-Jun-14,Keri Smith,Friendship V,12:00:00 PM,5:30:00 AM,Canon 40D,1,NNW,11,10,12.6,8.2,7.2,Ebb,TRUE,1,,
174,1,11-Jun-14,Anastasia Czarnecki,Friendship V,12:00:00 PM,,Canon 40D,,,0,,0,0,0,,TRUE,,,
210,1,10-Jun-14,Julie Sharp,Friendship V,12:00:00 PM,,Canon 40D,2,SW,0,90,11.4,9.3,7.1,Ebb,TRUE,0,,
173,,09-Jun-14,Marina Cucuzza,Friendship V,12:00:00 PM,8:00:00 AM,Canon 40D,2,SW,0,90,0,49.4,44.9,Flood,TRUE,0,,
211,1,07-Jun-14,Julie Sharp,Friendship V,8:30:00 AM,12:30:00 PM,Canon 40D,2,SE,6,30,10.2,8.5,7.4,Flood,TRUE,0,,
209,1,02-Jun-14,Julie Sharp,Friendship V,12:00:00 PM,,Canon 40D,3,,0,75,0,0,0,,TRUE,,,
1262,,,,,,,,,,0,75,0,0,0,,FALSE,,,
1184,1,,,Friendship V,,4:00:00 PM,,,,0,75,0,0,0,,FALSE,,East bumps,
1070,1,,,,,,,,,0,,0,0,0,,FALSE,,,
938,1,,,,,,,,,0,,0,0,0,,FALSE,,,
917,1,,Grace Leary,Atlanticat,1:30:00 PM,5:30:00 PM,Canon 60D,1,SSW,2.4,10,15.8,13.4,9.4,Slack,TRUE,1,Grand Manan Banks,10+
660,,,,,,,,,,0,,0,0,0,,FALSE,,,
659,2,,,,,,,,,0,,0,0,0,,FALSE,,,
601,3,,,,,,,,,0,,0,0,0,,FALSE,,,
593,,,,,,,,,,0,,0,0,0,,FALSE,,,
569,2,,Liz Virgl,Atlanticat,5:50:00 PM,6:45:00 PM,Canon 60D,2,W,4,50,14.3,10.4,0,Ebb,FALSE,1,,
473,,,,,,,,,WSW,,,,,,,TRUE,,,
442,,,,,,,,,,0,,0,0,0,,FALSE,,,
352,,,Francesca Gundrum,,,,,,,0,,0,0,0,,FALSE,,,
241,2,,Anastasia Czarnecki,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,1,,0,30,0,0,0,,TRUE,,,
