TripKey,TripNumber,dDate,Recorder,Vessel,TimeStart,TimeEnd,Camera,Beaufort,WindDirection,WindSpeed (mph),CloudPer,AirTemp (C),Surface Temp (C),20mTemp (C),Tide,Sightings?,WaveHeight (m),Gen Area,Visibility (km)
94,2,29-Jul-15,Savannah Bryant,Atlanticat,12:30:00 PM,4:00:00 PM,Canon 40D,1,SSW,4,75,14.1,11.9,9.1,Ebb,TRUE,1,,
93,1,29-Jul-15,Savannah Bryant,Atlanticat,8:30:00 AM,12:00:00 PM,Canon 40D,1,NW,6,25,14.1,10.7,9.1,Flood,TRUE,1,,
85,1,28-Jul-15,Lizzy Beato,Atlanticat,2:08:00 PM,3:29:00 PM,Canon 40D,3,SSE,4,100,11.9,10.8,9.2,Slack,FALSE,2,,
82,2,26-Jul-15,Lizzy Beato,Friendship V,1:49:00 PM,3:15:00 PM,Canon 40D,0,SE,3,100,11.5,10.7,8.8,Slack,FALSE,2,,
81,1,26-Jul-15,Lizzy Beato,Friendship V,9:57:00 AM,10:58:00 AM,Canon 40D,1,NNE,3,100,12.1,10.6,8.9,Ebb,TRUE,2,,
80,3,25-Jul-15,Amanda Liebau,Atlanticat,4:30:00 PM,7:50:00 PM,Canon 40D,1,E,6,40,13.2,11.1,8.9,Flood,TRUE,2,,
79,2,25-Jul-15,Amanda Liebau,Atlanticat,1:00:00 PM,3:50:00 PM,Canon 40D,2,NE,8,50,12.8,11.3,9.3,Slack,TRUE,2,,
78,1,25-Jul-15,Amanda Liebau,Atlanticat,8:30:00 AM,12:00:00 PM,Canon 40D,3,NE,8,100,11.4,10.4,8.8,Ebb,TRUE,2,,
77,2,24-Jul-15,Amanda Liebau,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,1,SSE,2,50,14.8,11.3,9,Flood,TRUE,2,,
76,1,24-Jul-15,Amanda Liebau,Friendship V,8:30:00 AM,11:45:00 AM,Canon 40D,1,NW,3,100,13.7,10.8,8.8,Ebb,TRUE,2,,
101,3,23-Jul-15,Katy Bonaro,Atlanticat,4:50:00 PM,8:10:00 PM,Canon 40D,1,SW,10,40,13.6,11,8.9,Slack,TRUE,1,,
100,2,23-Jul-15,Katy Bonaro,Atlanticat,1:10:00 PM,4:15:00 PM,Canon 40D,1,SW,7,60,13,10.4,9,Flood,TRUE,1,,
99,1,23-Jul-15,Katy Bonaro,Atlanticat,8:35:00 AM,12:06:00 PM,Canon 40D,1,SW,4,2,12.4,10.9,9.3,Slack,TRUE,1,,
75,3,22-Jul-15,Amanda Liebau,Atlanticat,4:30:00 PM,8:00:00 PM,Canon 40D,2,NNW,6,0,16.7,11.9,8.7,Slack,TRUE,2,,
74,2,22-Jul-15,Amanda Liebau,Atlanticat,1:00:00 PM,4:00:00 PM,Canon 40D,1,SW,8,1,13.7,11.5,8.7,Flood,TRUE,2,,
73,1,22-Jul-15,Amanda Liebau,Atlanticat,8:30:00 AM,12:00:00 PM,Canon 40D,1,NW,5,100,12.1,10.3,8.6,Ebb,FALSE,2,,
72,2,21-Jul-15,Katy Bonaro,Friendship V,1:25:00 PM,4:10:00 PM,Canon 40D,1,NE,9,100,10.7,10,8.9,Flood,FALSE,1,,
71,1,21-Jul-15,Katy Bonaro,Friendship V,8:30:00 AM,12:45:00 PM,Canon 40D,1,NE,10,100,10.5,10.1,9.5,Flood,TRUE,1,,
70,2,20-Jul-15,Amanda Liebau,Friendship V,1:05:00 PM,4:30:00 PM,Canon 40D,2,SE,4,0,13.1,11.1,8.5,Flood,FALSE,2,,
69,1,20-Jul-15,Amanda Liebau,Friendship V,8:30:00 AM,12:45:00 PM,Canon 40D,3,NNW,4,100,10.9,9.4,8.6,Slack,FALSE,2,,
68,1,19-Jul-15,Katy Bonaro,Friendship V,8:40:00 AM,12:08:00 PM,Canon 40D,3,SSW,7,100,12,9.7,8.5,Flood,FALSE,1,,
109,3,18-Jul-15,Savannah Bryant,Friendship V,4:30:00 PM,7:30:00 PM,Canon 40D,4,S,12,100,12.9,10.6,8.9,Ebb,TRUE,2,,
108,2,18-Jul-15,Savannah Bryant,Friendship V,12:30:00 PM,3:45:00 PM,Canon 40D,4,SSW,8,100,12.6,10.4,8.9,Flood,TRUE,2,,
107,1,18-Jul-15,Savannah Bryant,Friendship V,8:30:00 AM,12:00:00 PM,Canon 40D,3,SSW,8,100,12.6,10.1,7.8,Flood,TRUE,2,,
64,3,17-Jul-15,Amanda Liebau,Friendship V,5:00:00 PM,8:00:00 PM,Canon 40D,1,SW,6,75,14,10.9,8.6,Ebb,FALSE,2,,
63,2,17-Jul-15,Amanda Liebau,Friendship V,1:00:00 PM,4:30:00 PM,Canon 40D,1,SE,4,40,15.1,10,8.7,Slack,TRUE,2,,
62,1,17-Jul-15,Amanda Liebau,Friendship V,8:30:00 AM,12:10:00 PM,Canon 40D,2,NE,4,10,12.1,10.2,8.5,Flood,TRUE,3,,
67,3,16-Jul-15,Katy Bonaro,Atlanticat,5:00:00 PM,7:50:00 PM,Canon 40D,0,W,5,10,13.9,9.5,8.1,Slack,TRUE,1,,
66,2,16-Jul-15,Katy Bonaro,Atlanticat,1:26:00 PM,4:20:00 PM,Canon 40D,1,NNE,4,20,12.8,10.2,8.3,Ebb,TRUE,1,,
65,1,16-Jul-15,Katy Bonaro,Atlanticat,8:30:00 AM,12:45:00 PM,Canon 40D,2,N,14,10,11.5,9.5,8.3,Flood,TRUE,1,,
61,1,15-Jul-15,Savannah Bryant,Friendship V,4:30:00 PM,7:30:00 PM,Canon 40D,4,SW,4,100,14.2,10.7,8.6,Ebb,TRUE,2,,
55,2,14-Jul-15,Amanda Liebau,Friendship V,1:00:00 PM,4:30:00 PM,Canon 40D,1,SE,6,0,13.6,10.8,8.2,Ebb,TRUE,2,,
54,1,14-Jul-15,Amanda Liebau,Friendship V,8:30:00 AM,12:10:00 PM,Canon 40D,1,SE,6,40,13.7,10.7,8.5,Flood,TRUE,1,,
60,3,13-Jul-15,Katy Bonaro,Friendship V,4:40:00 PM,7:50:00 PM,Canon 40D,0,SW,3,50,17.9,2.95,8.1,Flood,TRUE,0,,
59,2,13-Jul-15,Katy Bonaro,Friendship V,1:00:00 PM,4:05:00 PM,Canon 40D,0,NNW,4,30,15.2,10.1,8.2,Ebb,TRUE,0,,
58,1,13-Jul-15,Katy Bonaro,Friendship V,8:30:00 AM,12:06:00 PM,Canon 40D,0,N,5,5,13.3,9.7,8.2,Ebb,TRUE,0,,
50,3,12-Jul-15,Savannah Bryant,Friendship V,5:00:00 PM,8:00:00 PM,Canon 40D,3,SW,9,75,15.2,12.4,8.2,Slack,TRUE,1,,
49,2,12-Jul-15,Savannah Bryant,Friendship V,1:00:00 PM,5:00:00 PM,Canon 40D,2,S,5,95,14.3,10.9,8.5,Ebb,TRUE,1,,
48,1,12-Jul-15,Savannah Bryant,Friendship V,8:30:00 AM,12:30:00 PM,Canon 40D,2,SW,7,75,12.2,10.8,8.3,Flood,TRUE,2,,
47,3,11-Jul-15,Lizzy Beato,Friendship V,5:19:00 PM,7:12:00 PM,Canon 40D,3,SW,7,5,14.8,11.7,8.6,Flood,FALSE,2,,
46,2,11-Jul-15,Lizzy Beato,Friendship V,1:47:00 PM,3:00:00 PM,Canon 40D,2,SW,5,5,14.8,10.5,8.1,Slack,TRUE,2,,
45,1,11-Jul-15,Lizzy Beato,Friendship V,9:52:00 AM,11:18:00 AM,Canon 40D,2,NNW,7,0,13,9.8,8.1,Ebb,FALSE,2,,
57,2,10-Jul-15,Katy Bonaro,Friendship V,1:00:00 PM,4:35:00 PM,Canon 40D,0,SW,7,5,11.9,8.9,7.9,Flood,TRUE,1,,
56,1,10-Jul-15,Katy Bonaro,Friendship V,8:30:00 AM,12:45:00 PM,Canon 40D,0,W,5,0,11.5,9.7,7.9,Ebb,TRUE,1,,
38,3,09-Jul-15,Lizzy Beato,Friendship V,5:19:00 PM,7:16:00 PM,Canon 40D,0,SSE,1,80,14.4,12,8.8,Ebb,TRUE,1,,
37,2,09-Jul-15,Lizzy Beato,Friendship V,1:49:00 PM,3:00:00 PM,Canon 40D,1,NE,3,90,13.6,10.2,8,Slack,TRUE,2,,
36,1,09-Jul-15,Lizzy Beato,Friendship V,9:49:00 AM,11:21:00 AM,Canon 40D,1,NNW,4,50,12.5,10.1,8.2,Flood,TRUE,4,,
41,3,07-Jul-15,Savannah Bryant,Friendship V,5:00:00 PM,8:15:00 PM,Canon 40D,2,SSW,11,75,13.3,10.6,7.9,Flood,FALSE,2,,
40,2,07-Jul-15,Savannah Bryant,Friendship V,1:05:00 PM,4:45:00 PM,Canon 40D,2,S,6,50,12.6,10.8,7.7,Slack,TRUE,2,,
39,1,07-Jul-15,Savannah Bryant,Friendship V,8:00:00 AM,12:30:00 PM,Canon 40D,1,SE,5,100,11.8,10.6,7.8,Ebb,TRUE,2,,
44,3,06-Jul-15,Katy Bonaro,Friendship V,5:05:00 PM,8:01:00 PM,Canon 40D,0,SSW,6,40,14.5,11.8,8,Ebb,FALSE,2,,
43,2,06-Jul-15,Katy Bonaro,Friendship V,1:05:00 PM,4:40:00 PM,Canon 40D,0,SW,14,20,13.1,9.5,7.8,Flood,TRUE,4,,
42,1,06-Jul-15,Katy Bonaro,Friendship V,8:30:00 AM,12:20:00 PM,Canon 40D,0,NNW,3,0,2.4,9.6,8,Slack,TRUE,3,,
53,2,05-Jul-15,Amanda Liebau,Friendship V,1:00:00 PM,5:00:00 PM,Canon 40D,2,SW,9,50,12.9,10.6,7.7,Flood,FALSE,1,,
52,1,05-Jul-15,Amanda Liebau,Friendship V,8:30:00 AM,12:00:00 PM,Canon 40D,3,SW,7,50,11.1,9.4,7.8,Slack,FALSE,1,,
33,1,04-Jul-15,Lizzy Beato,Friendship V,1:44:00 PM,3:57:00 PM,Canon 40D,2,SSW,5,98,11.3,9.7,8.1,Slack,FALSE,1,,
32,1,04-Jul-15,Lizzy Beato,Friendship V,10:09:00 AM,10:30:00 AM,Canon 40D,2,NW,1,90,11.5,9.2,8.4,Flood,FALSE,1,,
31,3,03-Jul-15,Lizzy Beato,Friendship V,5:21:00 PM,7:35:00 PM,Canon 40D,3,SW,12,0,12.9,9.8,7.4,Ebb,FALSE,1,,
30,2,03-Jul-15,Lizzy Beato,Friendship V,1:52:00 PM,3:06:00 PM,Canon 40D,3,SW,7,1,12.3,10.2,7.3,Slack,FALSE,1,,
29,1,03-Jul-15,Lizzy Beato,Friendship V,10:01:00 AM,11:35:00 AM,Canon 40D,2,NNE,3,0,11.4,9,8.3,Flood,FALSE,1,,
35,2,02-Jul-15,Katy Bonaro,Friendship V,4:40:00 PM,7:50:00 PM,Canon 40D,3,SW,11,,11.5,9.9,7.7,Ebb,FALSE,4,,
34,1,02-Jul-15,Katy Bonaro,Friendship V,1:00:00 PM,4:10:00 PM,Canon 40D,4,SSW,12,,11.1,9.7,7.7,Ebb,FALSE,4,,
51,1,01-Jul-15,Amanda Liebau,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,4,NE,1,100,14.5,9.1,7.9,Ebb,FALSE,4,,
28,2,30-Jun-15,Lizzy Beato,Friendship V,5:42:00 PM,7:56:00 PM,Canon 40D,2,S,7,5,12.1,9.3,7.4,Flood,FALSE,1,,
27,1,30-Jun-15,Lizzy Beato,Friendship V,2:18:00 PM,3:35:00 PM,Canon 40D,3,NNW,3,5,12.6,9.1,8,Slack,FALSE,1,,
26,2,27-Jun-15,Amanda Liebau,Friendship V,1:00:00 PM,5:30:00 PM,Canon 40D,2,SE,4,40,10.8,9.9,7.5,Flood,TRUE,2,,
25,1,27-Jun-15,Amanda Liebau,Friendship V,8:30:00 AM,12:15:00 PM,Canon 40D,3,NE,7,10,10,9.3,7.8,Ebb,FALSE,1,,
24,2,26-Jun-15,Lizzy Beato,Friendship V,1:45:00 PM,3:09:00 PM,Canon 40D,1,NNE,5,10,10.4,8.8,7.2,Ebb,TRUE,2,,
23,1,26-Jun-15,Lizzy Beato,Friendship V,9:52:00 AM,11:28:00 AM,Canon 40D,1,NE,7,95,10.5,8.9,7.3,Slack,TRUE,1,,
22,2,25-Jun-15,Savannah Bryant,Friendship V,1:00:00 PM,5:00:00 PM,Canon 40D,4,NW,9,25,12.2,9.3,7.3,Ebb,FALSE,3,,
21,1,25-Jun-15,Savannah Bryant,Friendship V,8:30:00 AM,12:15:00 PM,Canon 40D,3,NW,6,0,11.7,9.1,7.5,Flood,FALSE,2,,
18,2,22-Jun-15,Lizzy Beato,Friendship V,1:57:00 PM,3:35:00 PM,Canon 40D,2,NNW,2,40,12.4,8.7,7.6,Flood,TRUE,1,,
17,1,22-Jun-15,Lizzy Beato,Friendship V,9:52:00 AM,12:15:00 PM,Canon 40D,2,NNW,4,60,11.2,8,7.3,Slack,TRUE,1,,
15,2,20-Jun-15,Katy Bonaro,Friendship V,1:10:00 PM,5:00:00 PM,Canon 40D,0,NW,2,40,12.2,8.6,7,Flood,FALSE,1,,
14,1,20-Jun-15,Katy Bonaro,Friendship V,8:40:00 AM,12:30:00 PM,Canon 40D,0,NNW,4,2,9.7,8.7,7.4,Flood,FALSE,1,,
13,1,19-Jun-15,Amanda Liebau,Friendship V,1:00:00 PM,4:30:00 PM,Canon 40D,2,SSE,4,25,11.4,9.2,6.8,Ebb,TRUE,,,
12,1,18-Jun-15,Lizzy Beato,Friendship V,1:36:00 PM,4:00:00 PM,Canon 40D,3,SSW,8,40,10,9.4,7.3,Ebb,TRUE,,,
10,1,15-Jun-15,Amanda Liebau,Friendship V,12:00:00 PM,4:30:00 PM,Canon 40D,2,SSE,10,1,10.2,7.9,5.9,Ebb,TRUE,,,
20,1,14-Jun-15,Lizzy Beato,Friendship V,12:20:00 PM,1:30:00 PM,Canon 40D,2,NW,6,50,11.7,7.2,6,Slack,FALSE,1,,
16,1,13-Jun-15,Savannah Bryant,Friendship V,12:00:00 PM,5:00:00 PM,Canon 40D,4,NNW,6,20,10.4,7.2,6.6,Slack,FALSE,1,,
11,1,09-Jun-15,Katy Bonaro,Friendship V,12:00:00 PM,6:30:00 PM,Canon 40D,0,S,19,15,10.1,6.2,6.2,Ebb,TRUE,,,
19,1,07-Jun-15,Lizzy Beato,Friendship V,12:30:00 PM,3:30:00 PM,Canon 40D,2,NW,4,15,10.4,8.1,7.3,Flood,FALSE,1,,
9,1,04-Jun-15,Amanda Liebau,Friendship V,12:00:00 PM,6:00:00 PM,Canon 40D,1,NW,4.5,0,8.5,7.5,0,Ebb,TRUE,,,
319,1,12-Oct-14,Julie Sharp,Atlanticat,11:00:00 AM,,Canon 40D,2,,0,5,0,0,0,,TRUE,,,
322,1,06-Oct-14,Keri Smith,Atlanticat,12:00:00 PM,,Canon 10D,2,SSW,9,5,13.8,12.9,12.6,Ebb,TRUE,1,,
318,1,28-Sep-14,Julie Sharp,Atlanticat,11:00:00 AM,,Canon 40D,1,,0,0,0,0,0,,TRUE,,,
317,1,27-Sep-14,Julie Sharp,Atlanticat,12:10:00 PM,,Canon 40D,2,,0,5,0,0,0,,TRUE,,,
316,1,27-Sep-14,Julie Sharp,Atlanticat,12:10:00 PM,,Canon 40D,2,,0,5,0,0,0,,TRUE,,,
321,1,25-Sep-14,Keri Smith,Atlanticat,12:00:00 PM,4:00:00 PM,Canon 30D,2,,5,50,13.3,12.4,12.1,Ebb,TRUE,0,,
320,1,24-Sep-14,Keri Smith,Friendship V,12:00:00 PM,4:00:00 PM,Canon 30D,2,NE,10,15,11.1,12.3,12.2,Ebb,TRUE,1,,
315,1,19-Sep-14,Keri Smith,Atlanticat,12:00:00 PM,4:00:00 PM,Canon 10D,3,N,16,0,8.2,11.9,11.7,Slack,TRUE,1,,
314,1,18-Sep-14,Keri Smith,Atlanticat,12:00:00 PM,3:45:00 PM,Canon 10D,2,SW,9,15,13.1,12.3,11.6,Slack,TRUE,2,,
311,1,17-Sep-14,Keri Smith,Atlanticat,12:00:00 PM,3:45:00 PM,Canon 10D,2,SW,5,0,13.2,12,11.6,Flood,TRUE,0,,
313,1,16-Sep-14,Julie Sharp,Atlanticat,12:00:00 PM,,Canon 30D,0,SW,6,100,12.9,11.8,11.7,,TRUE,,,
312,1,15-Sep-14,Julie Sharp,Friendship V,12:00:00 PM,,Canon 40D,1,NNW,4,30,12.4,11.8,11.6,,TRUE,0,,
310,1,13-Sep-14,Julie Sharp,Friendship V,12:00:00 PM,,Canon 40D,3,NE,15,75,11.2,12.3,12.1,,TRUE,1,,
309,1,12-Sep-14,Keri Smith,Atlanticat,12:00:00 PM,4:20:00 PM,Canon 30D,2,NW,15,0,12.9,12.2,12.2,Slack,TRUE,1,,
308,1,11-Sep-14,Keri Smith,Friendship V,12:00:00 PM,4:00:00 PM,Canon 30D,3,SSE,9,80,14.2,12.1,11.6,Slack,TRUE,1,,
307,1,10-Sep-14,Julie Sharp,Atlanticat,12:00:00 PM,,Canon 40D,2,NE,9,10,12.8,12.5,11.7,,TRUE,1,,
306,1,09-Sep-14,Julie Sharp,Atlanticat,11:00:00 AM,,Canon 40D,3,NE,12,10,12.8,12.9,12,,TRUE,1,,
305,1,08-Sep-14,Julie Sharp,Friendship V,12:00:00 PM,,Canon 40D,3,NNE,9,0,13.7,13.3,12.2,,TRUE,0,,
304,1,07-Sep-14,Julie Sharp,Atlanticat,11:00:00 AM,,Canon 40D,1,N,11,5,14.3,13.3,11.4,,TRUE,1,,
303,1,05-Sep-14,Keri Smith,Atlanticat,12:00:00 PM,,Canon 30D,2,SSW,7,5,16,14,11.8,Slack,TRUE,1,,
302,1,05-Sep-14,Keri Smith,,,,,,,0,,0,0,0,,FALSE,,,
301,1,04-Sep-14,Keri Smith,Friendship V,12:00:00 PM,5:00:00 PM,Canon 30D,2,SW,6,10,15.9,14.2,11.5,Flood,TRUE,6,,
300,3,30-Aug-14,Julie Sharp,Friendship V,5:30:00 PM,,Canon 30D,1,SSW,12,20,60,56,52,Ebb,TRUE,2,,
299,,30-Aug-14,Keri Smith,Friendship V,1:00:00 PM,5:00:00 PM,Canon 40D,1,S,9,64,60,55,51,Ebb,TRUE,4,,
298,1,30-Aug-14,Keri Smith,Friendship V,8:30:00 AM,12:30:00 PM,Canon 40D,1,S,6,70,13,55,0,,TRUE,,,
296,3,29-Aug-14,Keri Smith,Friendship V,4:30:00 PM,8:00:00 PM,Canon 30D,2,SW,8,0,15.4,13.6,11.9,Ebb,TRUE,1,,
295,2,28-Aug-14,Anastasia Czarnecki,Atlanticat,1:00:00 PM,6:00:00 PM,Canon 40D,2,,0,15,0,0,0,,TRUE,,,
286,1,26-Aug-14,Marina Cucuzza,Friendship V,8:30:00 AM,1:00:00 PM,Canon 40D,3,NNE,12,95,14.2,11.9,10.9,Ebb,TRUE,1,,
294,3,25-Aug-14,Keri Smith,Friendship V,4:30:00 PM,9:00:00 PM,Canon 30D,2,SSW,6,40,15.8,13.5,10.7,Flood,TRUE,1,,
293,2,25-Aug-14,Keri Smith,Friendship V,1:00:00 PM,4:00:00 PM,Canon 30D,2,SSE,3,35,15.8,12.9,11.1,Ebb,TRUE,1,,
292,1,25-Aug-14,Keri Smith,Friendship V,8:30:00 AM,12:30:00 PM,Canon 30D,2,SW,4,20,14.9,13.5,10.7,Flood,TRUE,1,,
291,3,24-Aug-14,Keri Smith,Friendship V,4:30:00 PM,8:30:00 PM,Canon 30D,2,SSW,7,20,15.6,12.9,10.6,Flood,TRUE,1,,
290,2,24-Aug-14,Keri Smith,Friendship V,1:00:00 PM,4:00:00 PM,Canon 30D,2,S,5,5,14.9,13.7,11.1,Ebb,TRUE,1,,
289,1,24-Aug-14,Keri Smith,Friendship V,8:30:00 AM,12:10:00 PM,Canon 30D,1,W,5,0,13.4,12.1,10.5,Slack,TRUE,1,,
288,3,23-Aug-14,Marina Cucuzza,Friendship V,4:30:00 PM,7:00:00 PM,Canon 40D,2,NNE,6,5,14,13,10.6,Flood,TRUE,1,,
287,2,23-Aug-14,Marina Cucuzza,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,3,NE,9,85,14.5,11.7,10.5,Slack,TRUE,1,,
285,2,22-Aug-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,2,,0,85,0,0,0,,TRUE,,,
284,1,22-Aug-14,Anastasia Czarnecki,Friendship V,8:30:00 AM,12:00:00 PM,Canon 40D,3,,0,90,0,0,0,,TRUE,,,
283,3,21-Aug-14,Julie Sharp,Friendship V,4:30:00 PM,,Canon 40D,2,NE,8,90,13.4,12.5,10.4,,TRUE,,,
282,2,21-Aug-14,Julie Sharp,Friendship V,1:00:00 PM,,,2,NE,11,50,13.8,12.3,10.5,,TRUE,,,
281,1,21-Aug-14,Julie Sharp,Friendship V,8:30:00 AM,,Canon 40D,3,NE,2,50,14,13.2,10.4,,TRUE,0,,
280,2,20-Aug-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,1,,0,5,0,0,0,,TRUE,,,
279,3,20-Aug-14,Anastasia Czarnecki,Friendship V,4:30:00 PM,8:00:00 PM,Canon 40D,1,,0,75,0,0,0,,TRUE,,,
278,3,19-Aug-14,Keri Smith,Friendship V,4:30:00 PM,8:30:00 PM,Canon 30D,2,SW,10,5,14,13,10,Slack,TRUE,0,,
277,2,19-Aug-14,Keri Smith,Friendship V,1:00:00 PM,4:00:00 PM,Canon 30D,2,SW,6,8,13.9,12.6,11.3,Flood,TRUE,0,,
276,1,19-Aug-14,Keri Smith,Friendship V,8:30:00 AM,12:30:00 PM,Canon 30D,2,NW,10,5,13.6,12.3,11.3,Ebb,TRUE,,,
275,3,18-Aug-14,Julie Sharp,Friendship V,4:30:00 PM,,Canon 40D,2,SW,5,20,15.7,13,10.8,,TRUE,1,,
274,1,18-Aug-14,Julie Sharp,Friendship V,8:30:00 AM,,Canon 40D,2,NW,7,75,14,11.9,10.5,,TRUE,1,,
273,2,17-Aug-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,2,,0,95,0,0,0,,TRUE,,,
272,1,17-Aug-14,Anastasia Czarnecki,Friendship V,8:30:00 AM,12:00:00 PM,Canon 40D,1,,0,95,0,0,0,,TRUE,,,
271,3,16-Aug-14,Julie Sharp,Atlanticat,4:40:00 PM,,Canon 40D,3,SW,11,70,14,12.1,10.8,,TRUE,1,,
270,2,16-Aug-14,Julie Sharp,Atlanticat,1:00:00 PM,,Canon 40D,3,SW,7,50,13.7,11.8,10.8,,TRUE,1,,
269,1,16-Aug-14,Julie Sharp,Atlanticat,8:30:00 AM,,Canon 40D,2,SW,8,10,13,11.7,10.6,,TRUE,1,,
247,1,16-Aug-14,Julie Sharp,Friendship V,8:30:00 AM,,Canon 40D,0,E,1,100,14,13.1,11,,TRUE,,,
268,2,13-Aug-14,Keri Smith,Friendship V,1:00:00 PM,4:00:00 PM,Canon 30D,3,SE,11,85,13.6,11.8,10.4,Ebb,TRUE,1,,
267,1,13-Aug-14,Keri Smith,Friendship V,8:30:00 AM,12:30:00 PM,Canon 30D,3,SE,9,100,13.7,11.8,10.5,Flood,TRUE,0,,
266,3,12-Aug-14,Keri Smith,Friendship V,4:30:00 PM,8:20:00 PM,Canon 30D,2,NE,5,25,14.4,12.9,10.6,Slack,TRUE,0,,
265,3,12-Aug-14,Keri Smith,Friendship V,4:30:00 PM,8:30:00 PM,Canon 30D,2,NE,5,25,0,0,0,,TRUE,,,
264,2,12-Aug-14,Keri Smith,Friendship V,1:00:00 PM,4:00:00 PM,Canon 30D,2,NE,6,5,13,12,10,Ebb,TRUE,4,,
263,1,12-Aug-14,Keri Smith,Friendship V,8:30:00 AM,12:30:00 PM,Canon 30D,2,,0,15,0,0,0,,TRUE,,,
262,3,11-Aug-14,Julie Sharp,Friendship V,4:30:00 PM,,Canon 40D,1,NE,10,5,13.1,11.9,10.1,,TRUE,2,,
261,2,11-Aug-14,Julie Sharp,Atlanticat,1:00:00 PM,,Canon 40D,2,NNE,5,30,13.1,11.1,10.1,,FALSE,,,
260,1,11-Aug-14,Julie Sharp,Atlanticat,8:30:00 AM,,Canon 40D,0,SE,3,75,11.8,12.5,10.3,,TRUE,,,
259,2,10-Aug-14,Marina Cucuzza,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,1,NE,6,35,13.6,12.4,10.2,Ebb,TRUE,0,,
258,1,10-Aug-14,Marina Cucuzza,Friendship V,8:30:00 AM,1:00:00 PM,Canon 40D,2,NNE,4,30,14,12.2,10,Flood,TRUE,1,,
257,3,09-Aug-14,Marina Cucuzza,Friendship V,4:00:00 PM,,Canon 40D,2,SSE,5,60,16.2,13,9.9,Ebb,TRUE,1,,
256,2,09-Aug-14,Marina Cucuzza,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,2,NNW,7,40,14.9,12.8,10.3,Slack,TRUE,0,,
252,1,09-Aug-14,Marina Cucuzza,Friendship V,8:30:00 AM,1:00:00 PM,Canon 40D,2,NW,6,30,14.5,12.5,10.1,Flood,TRUE,3,,
251,2,08-Aug-14,Julie Sharp,Borealis,1:00:00 PM,,Canon 40D,1,SW,12,30,15.7,14.4,10.5,,TRUE,,,
250,1,08-Aug-14,Julie Sharp,Friendship V,8:30:00 AM,,Canon 40D,0,W,7,10,14.6,13.2,10.5,,TRUE,,,
255,3,07-Aug-14,Anastasia Czarnecki,Friendship V,4:30:00 PM,8:00:00 PM,Canon 40D,3,,0,30,0,0,0,,TRUE,,,
254,3,07-Aug-14,Anastasia Czarnecki,Friendship V,,,,,,0,,0,0,0,,TRUE,,,
253,2,07-Aug-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,1,,0,10,0,0,0,,TRUE,,,
249,2,07-Aug-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,1,,0,10,0,0,0,,TRUE,,,
248,1,07-Aug-14,Anastasia Czarnecki,Atlanticat,8:30:00 AM,12:00:00 PM,Canon 40D,2,,0,20,0,0,0,,TRUE,,,
246,1,06-Aug-14,Julie Sharp,,,,,,,0,,0,0,0,,FALSE,,,
245,3,05-Aug-14,Julie Sharp,Friendship V,4:30:00 PM,,Canon 40D,1,SSW,6,40,15.3,12.8,10.3,,TRUE,1,,
244,2,05-Aug-14,Julie Sharp,Atlanticat,1:00:00 PM,,Canon 40D,1,SW,8,30,14.4,11.6,9.8,,TRUE,1,,
243,1,05-Aug-14,Julie Sharp,Atlanticat,8:30:00 AM,,Canon 40D,1,SSW,4,20,13.9,12,10,,TRUE,1,,
242,3,04-Aug-14,Anastasia Czarnecki,Friendship V,4:30:00 PM,8:00:00 PM,Canon 40D,2,,0,20,0,0,0,,TRUE,,,
240,1,04-Aug-14,Anastasia Czarnecki,Friendship V,8:30:00 AM,12:00:00 PM,Canon 40D,1,,0,90,0,0,0,,TRUE,,,
239,2,03-Aug-14,Anastasia Czarnecki,Friendship V,1:00:00 PM,4:00:00 PM,Canon 40D,1,,0,40,0,0,0,,TRUE,,,
238,1,03-Aug-14,Anastasia Czarnecki,Friendship V,8:30:00 AM,12:15:00 PM,Canon 40D,1,,0,100,0,0,0,,TRUE,,,
237,3,02-Aug-14,Julie Sharp,Atlanticat,4:30:00 PM,,Canon 40D,2,SSW,4,95,15.5,11.8,9.8,,TRUE,1,,
236,3,02-Aug-14,Julie Sharp,Atlanticat,4:30:00 PM,,Canon 40D,2,SSW,4,95,15.5,11.8,9.8,,TRUE,1,,
235,2,02-Aug-14,Julie Sharp,Atlanticat,1:00:00 PM,,Canon 40D,0,SSW,6,95,14.7,12.6,10.3,,TRUE,1,,
234,1,02-Aug-14,Julie Sharp,Atlanticat,8:30:00 AM,,Canon 40D,1,S,8,95,14.6,12.4,9.7,,TRUE,1,,
